0.02776527,8.588917E-18,0,0,0,0,3.599599E-18,0,0,0,0,0,0,0,1,1.328829E-17,0,0,1.371682E-19
0.03334999,7.234439E-18,0,0,0,0,3.03194E-18,0,0,0,0,0,0,0,1,1.119271E-17,0,0,1.155367E-19
0.03434753,6.749451E-18,0,0,0,0,2.828682E-18,0,0,0,0,0,0,0,1,1.044237E-17,0,0,1.077912E-19
0.03521442,5.952244E-18,0,0,0,0,2.494574E-18,0,0,0,0,0,0,0,1,9.208974E-18,0,0,9.505956E-20
0.0361557,5.372457E-18,0,0,0,0,2.251587E-18,0,0,0,0,0,0,0,1,8.311962E-18,0,0,8.580015E-20
0.03721619,4.720197E-18,0,0,0,0,1.978226E-18,0,0,0,0,0,0,0,1,7.302822E-18,0,0,7.538331E-20
0.038517,4.067937E-18,0,0,0,0,1.704865E-18,0,0,0,0,0,0,0,1,6.293682E-18,0,0,6.496647E-20
0.03911877,3.415677E-18,0,0,0,0,1.431504E-18,0,0,0,0,0,0,0,1,5.284543E-18,0,0,5.454964E-20
0.05434036,3.102785E-18,0,0.04345151,0,0,1.300371E-18,0,0,0,0,0,0,0,1,4.800453E-18,0,0,4.955263E-20
0.07415771,2.824658E-18,0,0.08207507,0,0,1.183809E-18,0,0,0,0,0,0,0,1,4.370151E-18,0,0,4.511084E-20
0.08704567,2.511765E-18,0,0.1255266,0,0,1.052676E-18,0,0,0,0,0,0,0,1,3.886061E-18,0,0,4.011383E-20
0.09947681,2.198873E-18,0,0.1689781,0,0,9.215432E-19,0,0,0,0,0,0,0,1,3.401971E-18,0,0,3.511681E-20
0.1211481,1.920746E-18,0,0.2076017,0,0,8.049808E-19,0,0,0,0,0,0,0,1,2.971669E-18,0,0,3.067502E-20
0.1365137,1.707839E-18,0,0.2371681,0,0,7.157519E-19,0,0,0,0,0,0,0,1,2.642271E-18,0,0,2.727482E-20
0.1635084,1.551393E-18,0,0.1937167,0,0,6.501857E-19,0,0,0,0,0,0,0,1,2.400227E-18,0,0,2.477632E-20
0.1861124,1.377564E-18,0,0.1454374,0,0,5.773344E-19,0,0,0,0,0,0,0,1,2.131289E-18,0,0,2.200021E-20
0.1871548,1.238501E-18,0,0.1068139,0,0,5.190533E-19,0,0,0,0,0,0,0,1,1.916138E-18,0,0,1.977932E-20
0.21031,1.082055E-18,0,0.06336249,0,0,4.534871E-19,0,0,0,0,0,0,0,1,1.674094E-18,0,0,1.728082E-20
0.220438,9.256089E-19,0,0.01991111,0,0,3.879209E-19,0,0,0,0,0,0,0,1,1.43205E-18,0,0,1.478232E-20
0.2489376,8.399254E-19,0,0.01622477,0,0,3.520111E-19,0,0,0,0,0,0,0,1,1.299485E-18,0,0,1.341392E-20
0.261116,7.542419E-19,0,0.01253843,0,0,3.161013E-19,0,0,0,0,0,0,0,1,1.16692E-18,0,0,1.204552E-20
0.2735529,6.685584E-19,0,0.008852097,0,0,2.801916E-19,0,0,0,0,0,0,0,1,1.034356E-18,0,0,1.067713E-20
