Time,A,Angry,Blink,Blink_L,Blink_R,E,Fun,I,Joy,LookDown,LookLeft,LookRight,LookUp,Neutral,O,Sorrow,Surprised,U
21.55183,0.2445815,0,0,0,0,0.005426212,0,0.5403508,0,0,0,0,0,1,2.244143E-09,0,0,1.382107E-08
21.65951,0.2868489,0,0,0,0,0.002531862,0,0.6621145,0,0,0,0,0,1,5.325456E-10,0,0,3.279804E-09
21.77297,0.7760383,0,0,0,0,6.924549E-24,0,0.2147415,0,0,0,0,0,1,9.478168E-11,0,0,5.837347E-10
21.89207,0.7949814,0,0,0,0,9.243158E-25,0,0.2036645,0,0,0,0,0,1,1.265183E-11,0,0,7.791917E-11
22.00108,0.4720804,0,0,0,0,0.0007220828,0,0.2487723,0,0,0,0,0,1,2.251753E-12,0,0,1.386794E-11
22.10608,0.2882964,0,0,0,0,0.0003106897,0,0.4783708,0,0,0,0,0,1,5.343517E-13,0,0,3.290927E-12
22.21372,0.5047774,0,0,0,0,0.0001205174,0,0.4139483,0,0,0,0,0,1,9.510312E-14,0,0,5.857143E-13
22.31876,0.260567,0,0.2330282,0,0,1.236601E-27,0,0.460295,0,0,0,0,0,1,0.1734375,0,0,1.042445E-13
22.42023,0.3881722,0,0.9677138,0,0,2.200884E-28,0,0.2878552,0,0,0,0,0,1,0.07239647,0,0,1.855329E-14
22.52702,0.1910346,0,0.9453449,0,0,6.025868E-05,0,0.4125113,0,0,0,0,0,1,0.01288502,0,0,1.622816E-13
22.63774,0.03400005,0,0.9239525,0,0,6.971597E-30,0,0.2685353,0,0,0,0,0,1,0.002293256,0,0,5.877005E-16
22.74087,0.3478482,0,0.7918426,0,0,3.343858E-05,0,0.1845123,0,0,0,0,0,1,0.0004081503,0,0,9.005289E-14
22.85814,0.4796902,0,0.6017596,0,0,1.245505E-05,0,0.1979326,0,0,0,0,0,1,5.44815E-05,0,0,3.354248E-14
22.96248,0.6456142,0,0,0,0,5.45332E-06,0,0.1762922,0,0,0,0,0,1,0.0562597,0,0,1.468625E-14
23.06888,0.3587532,0,0,0,0,5.246429E-33,0,0.03137623,0,0,0,0,0,1,0.01001302,0,0,4.422702E-19
23.1784,0.06385035,0,0,0,0,9.337517E-34,0,0.005584295,0,0,0,0,0,1,0.001782102,0,0,7.87146E-20
23.29108,0.01136399,0,0,0,0,1.661878E-34,0,0.0009938844,0,0,0,0,0,1,0.0003171759,0,0,1.400951E-20
23.40376,3.840109E-06,0,0,0,0,2.018492E-06,0,0,0,0,0,0,0,1,0,0,0,5.435966E-15
23.51774,1.423203E-06,0,0.009074495,0,0,7.480839E-07,0,0,0,0,0,0,0,1,0,0,0,2.014652E-15
