Time,A,Angry,Blink,Blink_L,Blink_R,E,Fun,I,Joy,LookDown,LookLeft,LookRight,LookUp,Neutral,O,Sorrow,Surprised,U
3.564933,0.0733586,0,0,0,0,0.5779516,0,0.1215932,0,0,0,0,0,1,0.05487688,0,0,0.09120313
3.678828,0.1880563,0,0,0,0,0.487269,0,0.02164098,0,0,0,0,0,1,0.1847669,0,0,0.0162322
3.790597,0.2800764,0,0,0,0,0.08672341,0,0.5792667,0,0,0,0,0,1,0.03288454,0,0,0.002888982
3.903295,0.2973405,0,0,0,0,0.01157618,0,0.683884,0,0,0,0,0,1,0.004389557,0,0,0.0003856326
4.004051,0.07056031,0,0,0,0,0.002747081,0,0.1622889,0,0,0,0,0,1,0.001041662,0,0,9.151243E-05
4.111294,0.01255822,0,0,0,0,0.0004889215,0,0.02888393,0,0,0,0,0,1,0.0001853935,0,0,1.628725E-05
4.215574,0.00167632,0,0,0,0,6.526314E-05,0,0.003855539,0,0,0,0,0,1,2.474705E-05,0,0,2.174085E-06
4.317917,0.3421947,0,0,0,0,1.548725E-05,0,0.1376337,0,0,0,0,0,1,5.872591E-06,0,0,0.07906252
4.420131,0.0609033,0,0,0,0,6.191473E-06,0,0.8461885,0,0,0,0,0,1,1.045195E-06,0,0,0.01407143
4.524172,0.01083948,0,0,0,0,2.668595E-06,0,0.9722961,0,0,0,0,0,1,1.860223E-07,0,0,0.002504412
4.627423,0.001929195,0,0.9445426,0,0,8.731261E-08,0,0.9947405,0,0,0,0,0,1,3.310797E-08,0,0,0.0004457316
4.731573,0.0003433552,0,0.4493915,0,0,1.553977E-08,0,0.1770425,0,0,0,0,0,1,5.892508E-09,0,0,7.933064E-05
4.838939,0.1250611,0,0.005883052,0,0,1.334298E-06,0,0.08150975,0,0,0,0,0,1,1.04874E-09,0,0,1.411915E-05
4.947236,0.433269,0,0,0,0,1.013667E-06,0,0.1789113,0,0,0,0,0,1,1.866532E-10,0,0,2.512905E-06
5.058615,0.4910925,0,0,0,0,3.208565E-07,0,0.197185,0,0,0,0,0,1,2.491519E-11,0,0,3.354323E-07
5.167185,0.4978862,0,0,0,0,1.559247E-11,0,0.199332,0,0,0,0,0,1,5.912491E-12,0,0,7.959967E-08
5.274471,0.1182761,0,0,0,0,2.775125E-12,0,0.04734204,0,0,0,0,0,1,1.052296E-12,0,0,1.416703E-08
5.388771,0.02105061,0,0,0,0,4.939125E-13,0,0.008425867,0,0,0,0,0,1,0.5719643,0,0,2.521428E-09
5.501298,0.3325552,0,0.002844579,0,0,3.51167E-08,0,0.001499623,0,0,0,0,0,1,0.4306059,0,0,4.487599E-10
5.61919,0.3909972,0,0.1840838,0,0,1.035899E-08,0,0.0002001755,0,0,0,0,0,1,0.4040854,0,0,5.990222E-11
5.730699,0.2978636,0,0.2758516,0,0,2.784536E-15,0,4.750259E-05,0,0,0,0,0,1,0.3009695,0,0,1.421508E-11
5.832949,0.05301331,0,0,0,0,4.955875E-16,0,8.454441E-06,0,0,0,0,0,1,0.05356611,0,0,2.529978E-12
5.947948,0.01258031,0,0,0,0,1.176053E-16,0,2.006278E-06,0,0,0,0,0,1,0.01271149,0,0,6.003757E-13
6.059458,0.01362327,0,0,0,0,0.01088588,0,0,0,0,0,0,0,1,1.22319E-33,0,0,1.91077E-37
6.161541,0.2060698,0,0,0,0,0.1768,0,0,0,0,0,0,0,1,6.297821E-34,0,0,9.837956E-38
6.280552,0.07101763,0,0,0,0,0.06093039,0,0.2187503,0,0,0,0,0,1,0.1891968,0,0,8.014048E-14
6.397497,0.3165601,0,0,0,0,0.02311397,0,0.2831467,0,0,0,0,0,1,0.07520129,0,0,1.426328E-14
6.510118,0.4532649,0,0.1015254,0,0,0.008320134,0,0.2770686,0,0,0,0,0,1,0.2613463,0,0,2.519155E-15
6.624136,0.08129274,0,0.9115689,0,0,0.003681156,0,0.4310398,0,0,0,0,0,1,0.3350011,0,0,4.518089E-16
6.741001,0.3799957,0,0.4853342,0,0,1.575165E-20,0,0.2984688,0,0,0,0,0,1,0.07742086,0,0,8.041227E-17
6.857868,0.4786418,0,0,0,0,2.803455E-21,0,0.2175253,0,0,0,0,0,1,0.01377925,0,0,1.431166E-17
6.975303,0.4961987,0,0,0,0,4.989547E-22,0,0.2031191,0,0,0,0,0,1,0.00245241,0,0,2.547167E-18
7.082354,0.1179758,0,0,0,0,8.880323E-23,0,0.6581724,0,0,0,0,0,1,0.0004364763,0,0,4.533411E-19
7.188242,0.02799621,0,0,0,0,2.107343E-23,0,0.5663436,0,0,0,0,0,1,0.2500786,0,0,1.0758E-19
7.303692,0.1788109,0,0,0,0,0.001840578,0,0.100797,0,0,0,0,0,1,0.277657,0,0,1.914692E-20
7.415427,0.3272102,0,0,0,0,0.001283998,0,0.4714065,0,0,0,0,0,1,0.04941697,0,0,3.407741E-21
7.524822,0.09976472,0,0,0,0,0.0005514292,0,0.7276747,0,0,0,0,0,1,0.008795161,0,0,6.065046E-22
7.639443,0.01775598,0,0,0,0,2.114489E-26,0,0.7871276,0,0,0,0,0,1,0.00156535,0,0,1.079448E-22
7.74842,0.003160183,0,0,0,0,3.763335E-27,0,0.797709,0,0,0,0,0,1,0.0002785986,0,0,1.921185E-23
7.859432,0.0005624447,0,0,0,0,0.8217748,0,0.1419751,0,0,0,0,0,1,4.958457E-05,0,0,3.419296E-24
7.977643,0.1250751,0,0.222783,0,0,0.1096937,0,0.3772094,0,0,0,0,0,1,0.1849615,0,0,4.564209E-25
8.08235,0.4110286,0,1,0,0,0.02603083,0,0.2420526,0,0,0,0,0,1,0.04389223,0,0,1.083108E-25
8.196131,0.07315425,0,0.9597236,0,0,0.004632928,0,0.04308017,0,0,0,0,0,1,0.007811873,0,0,1.9277E-26
8.310637,0.06926989,0,0.6891877,0,0,0.0008245617,0,0.2264173,0,0,0,0,0,1,0.1888904,0,0,3.430891E-27
8.416327,0.1914381,0,0,0,0,0.0001956723,0,0.1932807,0,0,0,0,0,1,0.06855504,0,0,0.4333769
8.529538,0.2039432,0,0,0,0,4.001082E-05,0,0.1314067,0,0,0,0,0,1,0.5878008,0,0,0.07680932
8.650725,0.02733742,0,0,0,0,4.64864E-06,0,0.398962,0,0,0,0,0,1,0.4114103,0,0,0.01029585
8.762694,0.2565849,0,0,0,0,1.103144E-06,0,0.4659646,0,0,0,0,0,1,0.09762961,0,0,0.002443254
8.8774,0.07335216,0,0,0,0,1.963359E-07,0,0.1798311,0,0,0,0,0,1,0.01737597,0,0,0.0004348466
8.990465,0.01305511,0,0,0,0,3.494358E-08,0,0.03200607,0,0,0,0,0,1,0.00309255,0,0,7.739336E-05
9.105643,0.350711,0,0,0,0,1.338934E-05,0,0.2353839,0,0,0,0,0,1,0.0005504075,0,0,1.377435E-05
9.221756,0.8842762,0,0,0,0,5.178566E-06,0,0.04189328,0,0,0,0,0,1,9.796071E-05,0,0,2.451539E-06
9.335149,0.4455051,0,0,0,0,1.888093E-06,0,0.5413428,0,0,0,0,0,1,1.74349E-05,0,0,4.363213E-07
9.450157,0.09708819,0,0,0,0,8.258884E-07,0,0.4269382,0,0,0,0,0,1,0.1734406,0,0,7.765582E-08
9.563781,0.01727961,0,0,0,0,3.033051E-07,0,0.4869966,0,0,0,0,0,1,0.2774751,0,0,1.382107E-08
9.676647,0.0030754,0,0,0,0,1.08323E-07,0,0.7442921,0,0,0,0,0,1,0.04938462,0,0,2.459853E-09
9.787669,0.0005473552,0,0,0,0,1.976699E-13,0,0.7900852,0,0,0,0,0,1,0.0087894,0,0,4.37801E-10
9.89947,0.2188474,0,0,0,0,3.5181E-14,0,0.5357354,0,0,0,0,0,1,0.001564324,0,0,7.791917E-11
10.01081,0.3249609,0,0,0,0,6.261462E-15,0,0.2097537,0,0,0,0,0,1,0.0002784161,0,0,1.386794E-11
10.12088,0.05783606,0,0,0,0,1.114406E-15,0,0.03733166,0,0,0,0,0,1,4.955209E-05,0,0,2.468195E-12
10.23361,0.01029358,0,0,0,0,4.20948E-08,0,0.3879919,0,0,0,0,0,1,0.2288174,0,0,4.392857E-13
10.34276,0.001832035,0,0,0,0,0.8217748,0,0.06905422,0,0,0,0,0,1,0.04072458,0,0,7.818341E-14
10.45639,0.1370448,0,0,0,0,0.2846445,0,0.4908058,0,0,0,0,0,1,0.007248101,0,0,1.391497E-14
10.56826,0.1950453,0,0,0,0,0.0506606,0,0.3940179,0,0,0,0,0,1,0.001290006,0,0,2.476565E-15
10.68642,0.2659639,0,0,0,0,0.009016499,0,0.07012673,0,0,0,0,0,1,0.2314796,0,0,4.407754E-16
10.8021,0.03550189,0,0,0,0,0.001203557,0,0.5562358,0,0,0,0,0,1,0.0308988,0,0,5.883642E-17
10.9122,0.008424765,0,0,0,0,0.5782372,0,0.2796536,0,0,0,0,0,1,0.007332429,0,0,1.396216E-17
11.02611,0.07649943,0,0,0,0,0.6747637,0,0.2247723,0,0,0,0,0,1,0.001305015,0,0,2.484964E-18
11.14219,0.05514358,0,0,0,0,0.1200934,0,0.1369041,0,0,0,0,0,1,0.0002322646,0,0,4.422702E-19
11.25131,0.01308583,0,0,0,0,0.02849874,0,0.03248797,0,0,0,0,0,1,5.511748E-05,0,0,1.049528E-19
11.37138,2.110657E-10,0,0,0,0,1.810862E-10,0,0,0,0,0,0,0,1,6.445973E-43,0,0,0
11.48025,1.726615E-10,0,0,0,0,1.481369E-10,0,0,0,0,0,0,0,1,5.268882E-43,0,0,0
11.60443,0.000736909,0,0,0,0,0.001604864,0,0.001829512,0,0,0,0,0,1,0.6835285,0,0,5.91026E-21
11.70843,0.07126863,0,0,0,0,0.0003808417,0,0.2176217,0,0,0,0,0,1,0.2412982,0,0,1.402532E-21
11.82297,0.3255261,0,0,0,0,6.778164E-05,0,0.2750845,0,0,0,0,0,1,0.08044589,0,0,2.496206E-22
11.93471,0.7967648,0,0,0,0,1.206368E-05,0,0.04895914,0,0,0,0,0,1,0.0350818,0,0,4.442711E-23
12.04949,0.2011213,0,0,0,0,2.147075E-06,0,0.008713676,0,0,0,0,0,1,0.6897691,0,0,0.07906201
12.15165,0.278977,0,0.2713064,0,0,5.09511E-07,0,0.002067796,0,0,0,0,0,1,0.5794873,0,0,0.01876179
12.25702,0.3784605,0,0.3975654,0,0,9.0682E-08,0,0.0003680233,0,0,0,0,0,1,0.4319449,0,0,0.003339195
12.367,0.3961664,0,0.08886524,0,0,1.613945E-08,0,6.550024E-05,0,0,0,0,0,1,0.4056855,0,0,0.000594305
12.47182,0.4571302,0,1,0,0,2.872475E-09,0,0.1156367,0,0,0,0,0,1,0.1697619,0,0,0.0001057735
12.57701,0.4173701,0,0.5907627,0,0,5.112389E-10,0,0.3099851,0,0,0,0,0,1,0.03021397,0,0,1.882541E-05
12.68464,0.2386872,0,0,0,0,9.098955E-11,0,0.6305857,0,0,0,0,0,1,0.005377438,0,0,3.350518E-06
12.79057,0.1193855,0,0,0,0,1.619418E-11,0,0.3813958,0,0,0,0,0,1,0.0009570684,0,0,5.963203E-07
12.89565,0.02124805,0,0,0,0,2.882217E-12,0,0.06788025,0,0,0,0,0,1,0.0001703376,0,0,1.061322E-07
13.003,0.003781697,0,0,0,0,5.129727E-13,0,0.01208123,0,0,0,0,0,1,3.031643E-05,0,0,1.888925E-08
13.11119,0.2196474,0,0,0,0,1.858089E-12,0,0.09036693,0,0,0,0,0,1,7.194231E-06,0,0,0.004066791
13.21934,0.4501033,0,0,0,0,8.185184E-13,0,0.1804877,0,0,0,0,0,1,1.280419E-06,0,0,0.001791487
13.3283,0.2328187,0,0,0,0,3.855989E-15,0,0.09320691,0,0,0,0,0,1,2.27887E-07,0,0,1.419895E-10
13.43467,0.05524896,0,0,0,0,9.150442E-16,0,0.02211844,0,0,0,0,0,1,5.407866E-08,0,0,3.369478E-11
13.5509,0.007374845,0,0,0,0,1.221437E-16,0,0.002952456,0,0,0,0,0,1,7.218629E-09,0,0,4.49771E-12
13.65825,0.000644814,0,0,0,0,2.48059E-13,0,0,0,0,0,0,0,1,0,0,0,0.0005429254
13.77107,0.000253411,0,0,0,0,9.748682E-14,0,0,0,0,0,0,0,1,0,0,0,0.000213369
13.88813,0.0009844229,0,0,0,0,1.630421E-17,0,0.3254593,0,0,0,0,0,1,9.635708E-10,0,0,6.003718E-13
14.00213,0.0001752061,0,0,0,0,2.901799E-18,0,0.05792476,0,0,0,0,0,1,1.714949E-10,0,0,1.068533E-13
14.11774,4.921102E-05,0,0,0,0,1.89314E-14,0,0.6204656,0,0,0,0,0,1,3.05224E-11,0,0,4.143507E-05
14.23066,0.1750056,0,0,0,0,7.732155E-15,0,0.4180468,0,0,0,0,0,1,0.175,0,0,1.692333E-05
14.34819,0.03114723,0,0,0,0,1.63595E-20,0,0.07440335,0,0,0,0,0,1,0.03114624,0,0,0.8216105
14.46299,0.2367935,0,0,0,0,2.91164E-21,0,0.0132422,0,0,0,0,0,1,0.09226212,0,0,0.3900036
14.56358,0.1300203,0,0,0,0,6.909457E-22,0,0.2922049,0,0,0,0,0,1,0.2230173,0,0,0.09254967
14.69261,0.02314083,0,0,0,0,1.229735E-22,0,0.4630169,0,0,0,0,0,1,0.2862988,0,0,0.01647185
14.79326,0.004118569,0,0,0,0,2.188664E-23,0,0.4934178,0,0,0,0,0,1,0.2975615,0,0,0.002931636
14.9094,0.258508,0,0.6027069,0,0,3.895352E-24,0,0.437891,0,0,0,0,0,1,0.1261285,0,0,0.0005217681
15.02291,0.04600887,0,0.6349607,0,0,6.932889E-25,0,0.7355524,0,0,0,0,0,1,0.02244816,0,0,9.286352E-05
15.1389,0.00818859,0,0,0,0,1.233905E-25,0,0.7885298,0,0,0,0,0,1,0.003995291,0,0,1.652771E-05
15.25092,0.6111355,0,0,0,0,2.196087E-26,0,0.349521,0,0,0,0,0,1,0.000711076,0,0,2.941578E-06
15.36621,0.108769,0,0,0,0,0.2438233,0,0.06220724,0,0,0,0,0,1,0.0001265563,0,0,5.235377E-07
15.47485,0.01935855,0,0,0,0,0.04339531,0,0.01107155,0,0,0,0,0,1,2.25243E-05,0,0,9.317846E-08
15.59653,0.002584054,0,0,0,0,0.005792575,0,0.3828255,0,0,0,0,0,1,0.2288116,0,0,4.744166E-06
15.69795,0.0006132082,0,0.4959078,0,0,0.001374605,0,0.472194,0,0,0,0,0,1,0.2831067,0,0,2.361601E-06
15.81296,8.185341E-05,0,1,0,0,0.0001834877,0,0.1544915,0,0,0,0,0,1,0.09266689,0,0,3.939849E-10
15.92055,1.94242E-05,0,1,0,0,4.354249E-05,0,0.03666155,0,0,0,0,0,1,0.02199029,0,0,9.349448E-11
16.02802,3.45709E-06,0,1,0,0,7.749628E-06,0,0.006524967,0,0,0,0,0,1,0.003913799,0,0,1.664001E-11
16.13914,0.06447355,0,0.9287066,0,0,0.005225349,0,0,0,0,0,0,0,1,0,0,0,7.046799E-07
16.24502,0.7625433,0,0.1056387,0,0,0.002386115,0,0.000870978,0,0,0,0,0,1,0.0005224291,0,0,0.00287583
16.34757,0.9434979,0,0,0,0,0.001289431,0,0.0002066872,0,0,0,0,0,1,0.0001239749,0,0,0.001554067
16.45716,0.8398294,0,0,0,0,0.0004928358,0,3.678587E-05,0,0,0,0,0,1,0.1000221,0,0,0.000593983
16.56369,0.4782802,0,0.07079145,0,0,7.77591E-09,0,6.547095E-06,0,0,0,0,0,1,0.3466104,0,0,1.669644E-14
16.67018,0.4139322,0,0.7541305,0,0,1.383945E-09,0,1.165242E-06,0,0,0,0,0,1,0.3904978,0,0,2.971607E-15
16.77885,0.4024796,0,0.8948317,0,0,2.463124E-10,0,2.073881E-07,0,0,0,0,0,1,0.3983088,0,0,5.288823E-16
16.88533,0.07163274,0,0.3238957,0,0,4.383832E-11,0,3.691063E-08,0,0,0,0,0,1,0.07089041,0,0,9.412969E-17
17.00174,0.01274909,0,0.0001024325,0,0,7.80228E-12,0,6.569298E-09,0,0,0,0,0,1,0.01261697,0,0,1.675306E-17
17.10093,0.003025418,0,0,0,0,1.851517E-12,0,1.558925E-09,0,0,0,0,0,1,0.002994067,0,0,3.97558E-18
17.21208,0.03299615,0,0.4431142,0,0,0.00866744,0,0,0,0,0,0,0,1,0,0,0,0.000220948
17.3266,0.3057961,0,0.9643617,0,0,0.003204957,0,3.699402E-10,0,0,0,0,0,1,0.3057886,0,0,8.169988E-05
17.44549,0.1561753,0,0.1646665,0,0,5.864932E-14,0,4.938105E-11,0,0,0,0,0,1,0.1561743,0,0,1.259319E-19
17.56301,0.1620611,0,0.1204462,0,0,0.0008012393,0,0.05,0,0,0,0,0,1,0.03706089,0,0,2.042497E-05
17.67105,0.05850648,0,7.533729E-05,0,0,0.7624665,0,0.02076416,0,0,0,0,0,1,0.006596042,0,0,1.168061E-05
17.78401,0.0104129,0,4.557861E-07,0,0,0.9574775,0,0.003695574,0,0,0,0,0,1,0.001173954,0,0,4.276994E-06
17.89347,0.2518033,0,0,0,0,0.4142337,0,0.0006577328,0,0,0,0,0,1,0.0002089385,0,0,2.138497E-06
18.00425,0.3881142,0,0,0,0,0.07372472,0,0.07394518,0,0,0,0,0,1,0.2629278,0,0,9.140787E-07
18.11358,0.4741541,0,0,0,0,0.01312142,0,0.1656997,0,0,0,0,0,1,0.07052597,0,0,3.783965E-07
18.21836,0.4954,0,0,0,0,0.00233533,0,0.1938953,0,0,0,0,0,1,0.01255211,0,0,9.498336E-25
18.33243,0.2098459,0,0,0,0,0.0005541848,0,0.08292632,0,0,0,0,0,1,0.002978674,0,0,2.253999E-25
18.44909,0.5967927,0,0,0,0,9.8633E-05,0,0.0147591,0,0,0,0,0,1,0.1755301,0,0,7.130993E-08
18.56888,0.1950186,0,0,0,0,1.316592E-05,0,0.4644701,0,0,0,0,0,1,0.1387869,0,0,2.053604E-08
18.67702,0.2738179,0,0.246608,0,0,3.124333E-06,0,0.365299,0,0,0,0,0,1,0.03293478,0,0,1.27074E-27
18.79341,0.2309358,0,0.9937741,0,0,5.560642E-07,0,0.6107673,0,0,0,0,0,1,0.005861684,0,0,2.261644E-28
18.90431,0.1941778,0,0.858803,0,0,9.896749E-08,0,0.316931,0,0,0,0,0,1,0.001043254,0,0,4.02524E-29
19.01921,0.1095595,0,0.6873806,0,0,3.15647E-07,0,0.2314069,0,0,0,0,0,1,0.0001856767,0,0,8.046384E-09
19.1295,0.06102755,0,0.4675161,0,0,1.895505E-07,0,0.1380849,0,0,0,0,0,1,0.6835584,0,0,4.831968E-09
19.24203,0.4155491,0,0.01921025,0,0,8.05313E-08,0,0.2558261,0,0,0,0,0,1,0.2600726,0,0,2.052881E-09
19.35757,0.1281437,0,0.1872456,0,0,7.447733E-11,0,0.07567699,0,0,0,0,0,1,0.0347155,0,0,3.029168E-32
19.46887,0.1329481,0,0.0601665,0,0,1.863685E-08,0,0.3768452,0,0,0,0,0,1,0.2582131,0,0,4.750854E-10
19.58497,0.02366191,0,0,0,0,7.472309E-09,0,0.06707036,0,0,0,0,0,1,0.8678957,0,0,1.90482E-10
19.69726,0.004211312,0,0,0,0,5.598421E-13,0,0.01193708,0,0,0,0,0,1,0.9764061,0,0,2.277009E-34
19.81159,0.0007495232,0,0,0,0,9.963987E-14,0,0.002124544,0,0,0,0,0,1,0.7457436,0,0,4.052587E-35
19.92618,0.000133399,0,0.1303535,0,0,1.773376E-14,0,0.0003781232,0,0,0,0,0,1,0.1327263,0,0,7.212734E-36
20.03982,2.374216E-05,0,0.00513294,0,0,3.156228E-15,0,6.72978E-05,0,0,0,0,0,1,0.02362243,0,0,1.283712E-36
20.15353,0.5780136,0,0,0,0,2.152434E-09,0,1.197756E-05,0,0,0,0,0,1,0.004204286,0,0,5.486925E-11
20.27105,0.9247311,0,0,0,0,1.031028E-09,0,2.131749E-06,0,0,0,0,0,1,0.0007482726,0,0,2.628268E-11
20.38683,0.9864393,0,0,0,0,3.779407E-10,0,3.794055E-07,0,0,0,0,0,1,0.0001331764,0,0,9.634358E-12
20.50372,0.5399575,0,0,0,0,3.166931E-18,0,6.752603E-08,0,0,0,0,0,1,0.3051018,0,0,1.288065E-39
20.62198,0.4249094,0,0,0,0,5.636457E-19,0,1.201818E-08,0,0,0,0,0,1,0.3831102,0,0,2.292482E-40
20.73629,0.3044333,0,0,0,0,1.003168E-19,0,2.138978E-09,0,0,0,0,0,1,0.296994,0,0,4.080161E-41
20.85379,0.05418259,0,0,0,0,1.785424E-20,0,3.806921E-10,0,0,0,0,0,1,0.05285855,0,0,7.261529E-42
20.96889,0.009643338,0,0,0,0,3.177671E-21,0,6.775502E-11,0,0,0,0,0,1,0.009407686,0,0,1.291997E-42
21.08394,5.685942E-10,0,0,0,0,1.493585E-10,0,0,0,0,0,0,0,1,0,0,0,3.807406E-12
21.1965,2.35041E-10,0,0,0,0,6.174067E-11,0,0,0,0,0,0,0,1,0,0,0,1.573876E-12
21.31311,8.035146E-11,0,0,0,0,2.110675E-11,0,0,0,0,0,0,0,1,0,0,0,5.380474E-13
21.43131,2.660381E-11,0,0,0,0,6.988298E-12,0,0,0,0,0,0,0,1,0,0,0,1.781438E-13
21.54369,0.3574109,0,0,0,0,0.03131075,0,0,0,0,0,0,0,1,0,0,0,7.398866E-14
21.65975,0.5197641,0,0,0,0,0.08179924,0,0,0,0,0,0,0,1,0,0,0,2.785782E-14
21.7753,0.5882581,0,0,0,0,0.04072851,0,0,0,0,0,0,0,1,0,0,0,0.01820048
21.88781,0.0009654227,0,0,0,0,3.181259E-22,0,6.783153E-12,0,0,0,0,0,1,0.5135859,0,0,1.289195E-43
22.00338,0.0001718245,0,0,0,0,5.661958E-23,0,1.207255E-12,0,0,0,0,0,1,0.09140725,0,0,2.242078E-44
22.11415,3.058107E-05,0,0,0,0,1.007707E-23,0,2.148655E-13,0,0,0,0,0,1,0.01626853,0,0,4.203895E-45
22.22449,0.163323,0,0,0,0,0.009818397,0,0,0,0,0,0,0,1,0,0,0,0.006548988
22.33876,0.3170196,0,0,0,0,0.005604894,0,0,0,0,0,0,0,1,0,0,0,0.02013731
22.45305,0.4249595,0,0.5207362,0,0,0.002147462,0,0,0,0,0,0,0,1,0,0,0,0.0708729
22.56735,0.4771332,0,1,0,0,0.02356263,0,0,0,0,0,0,0,1,0,0,0,0.03214213
22.68272,0.4384837,0,0.5219288,0,0,0.009123518,0,0,0,0,0,0,0,1,0,0,0,0.08806154
22.79725,0.4583712,0,0,0,0,0.003249788,0,0,0,0,0,0,0,1,0,0,0,0.09512247
22.90892,0.3850028,0,0,0,0,0.001235493,0,3.824144E-14,0,0,0,0,0,1,0.4403517,0,0,0.04639067
23.02345,0.1294412,0,0,0,0,0.0004153833,0,6.460176E-15,0,0,0,0,0,1,0.8545465,0,0,0.01559693
23.12869,0.05774741,0,0,0,0,0.0001853144,0,1.153301E-15,0,0,0,0,0,1,0.935109,0,0,0.006958238
23.23046,0.0010569,0,0,0,0,1.348165E-26,0,2.874589E-16,0,0,0,0,0,1,0.2330748,0,0,2.802597E-45
23.3383,0.0002508074,0,0,0,0,3.19926E-27,0,6.821534E-17,0,0,0,0,0,1,0.05530975,0,0,2.802597E-45
23.44789,4.463834E-05,0,0,0,0,5.693995E-28,0,1.214087E-17,0,0,0,0,0,1,0.009843948,0,0,2.802597E-45
23.56124,0.6834711,0,0,0,0,0.002220745,0,3.841446E-18,0,0,0,0,0,1,0.003114687,0,0,0.002508343
23.67228,0.9435002,0,0,0,0,0.0008338863,0,6.836949E-19,0,0,0,0,0,1,0.0005543472,0,0,0.0009418791
23.78933,0.9897799,0,0,0,0,0.0003033344,0,1.21683E-19,0,0,0,0,0,1,9.866191E-05,0,0,0.0003426178
